NUM_Thefts,hblock,streetuse,length,RackDist,InterDist,BikewayDis,ParkDist,StationDis,BusDist,SignalDist,Population,Pop_employ,Empl_rate,Bike_Commu,age_avg,age_median,area,Pop_densit,Arterial,Collector,Residentia,SecArteria,NUM_racks,NUM_parkin,NUM_statio,NUM_bus,NUM_inters,NUM_signal,CompDev,Commercial,Industrial,MultiRes,OneRes,TwoRes
1.443,3200 OAK ST,Arterial,50.486,0.0065939062504367,0.0662448397941428,0.2000297920838399,0.1327182514136272,0.1543975217335928,0.0067529158142876,0.054709671998389,0.0085090640029596,0.0633544024694987,0.0616883116883116,0.054,0.6111111111111112,0.7968750000000004,0.3337445553926212,0.0,1.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.912,2100 WINDERMERE ST,Residential,50.283,0.3139178909438532,0.0659797764545022,0.5271763543954573,0.6506545150434513,0.0717094289876817,0.1150526901853263,0.155346233580724,0.4921383647798742,0.4221666911656622,0.7402597402597403,0.86,0.4444444444444444,0.5156250000000002,0.8917212266703911,0.1191238120001616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.574,2700 MANITOBA ST,Residential,53.386,0.0723171162351842,0.0700502045711616,0.1233306929064582,0.0561641473172679,0.0810867522098458,0.1391226154879419,0.0535862002025291,0.4621716611172771,0.5587240923122152,1.0,0.98,0.0,0.0,0.2236899268157612,0.3664088583614973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.314,2100 W 11TH AV,Residential,48.608,0.0087480833383284,0.0637805380523355,0.0538647082509331,0.000991635767871,0.3612948966392058,0.0336731150569443,0.0176039555478935,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,0.0,0.0,1.0,0.0,0.2142857142857142,0.5714285714285714,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0
2.694,3500 W 30TH AV,Residential,49.669,0.0081831398373372,0.0651740888775748,0.0452257797728819,0.5941906326742509,0.688214277430688,0.0363909788829797,0.0173250795701977,0.2488901220865704,0.010730560047038,0.5259740259740258,0.09,0.3111111111111115,0.6718750000000002,1.0,0.0251109264920265,0.0,0.0,1.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0
1.693,3200 ASH ST,Residential,50.285,0.0451734289585876,0.0659797764545022,0.1101663158597072,0.0434621731411406,0.0956173645211786,0.0899027450371466,0.1045002614915011,0.0,0.8234602381302366,0.7759740259740259,0.81,0.4222222222222227,0.3671875000000003,0.0,0.0935225761501348,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.291,3200-3300 FINDLAY ST,Residential,46.183,0.1479757537057529,0.0605997779766481,0.2802217027572418,0.1783458995654284,0.1099702912402495,0.0193196459917225,0.0167260394830436,0.7649833518312985,0.2556225194767014,0.3603896103896103,0.09,0.1888888888888892,0.2578124999999998,0.7353022439556164,0.2583991568004037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,1.0,1.0,1.0,0.0,1.0,0.0
1.412,3100 FINDLAY ST,Residential,60.011,0.0830010395084649,0.0787421825997727,0.1014040295345064,0.1140992415374311,0.079050149791667,0.0961542040742964,0.1100053457265334,0.7649833518312985,0.2556225194767014,0.3603896103896103,0.09,0.1888888888888892,0.2578124999999998,0.7353022439556164,0.2583991568004037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.705,3900-4000 BEATRICE ST,Residential,248.429,0.0924646972427713,0.3259832931364341,0.3610979003563412,0.3524585952200676,0.1104570955079047,0.0849259327601234,0.1408309200299592,0.7649833518312985,0.2556225194767014,0.3603896103896103,0.09,0.1888888888888892,0.2578124999999998,0.7353022439556164,0.2583991568004037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.838,3500 INVERNESS ST,Residential,50.225,0.0369219617049678,0.0659010447694605,0.2183775262174216,0.2995811977826103,0.1650720854171264,0.0577472944997689,0.1070753370777564,0.7649833518312985,0.2556225194767014,0.3603896103896103,0.09,0.1888888888888892,0.2578124999999998,0.7353022439556164,0.2583991568004037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6.021,1100 DENMAN ST,Arterial,5.038,0.0015979298035183,0.0066082127645056,0.0673751079381162,0.0158948169165147,0.2109014044350595,0.0104056269512544,0.0380227475875417,0.7256751757306696,0.6936645597530501,0.7792207792207789,1.0,0.5,0.2265624999999999,0.0115657374976913,1.0,1.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.25,0.25,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.87,3600 TRAFALGAR ST,Residential,100.573,0.1224073239536355,0.1319700504670101,0.1387760263722008,0.3093215534012694,0.4966717860915042,0.1044412692014606,0.3316798764543202,0.1354975952645209,0.0754079082757606,0.0422077922077921,0.054,0.7000000000000005,0.8359375000000004,0.2207975453603087,0.1182616924932576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.505,1800 ARBUTUS ST,Residential,49.059,0.0387994127569149,0.0643710256901488,0.2108891618105828,0.0329017542326133,0.3128559052585847,0.0599934805301296,0.0887955600046938,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.57,1500 SW MARINE DRIVE,Arterial,55.3,0.0652498873374079,0.072561745323994,0.009670789715214,0.8365702750238903,0.2586658687543683,0.1031278034119268,0.0608746419884364,0.3050314465408805,0.4118771130383654,0.4318181818181816,0.274,0.4000000000000001,0.5234375000000003,0.5542893901987086,0.1151956300427147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.453,3200 W 4TH AV,Arterial,140.636,0.0227272515514205,0.184539196569398,0.077030380942997,0.1224690844703578,0.5472617226034927,0.0509592820287569,0.0509343431782589,0.6488161302256752,0.3329413494046744,0.3214285714285713,0.016,0.255555555555556,0.1718750000000002,0.6064457000350847,0.2565003821575806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
